id,teff,logg,feh,alpha
spec-55938-B5593806_sp01-067.fits,4784.58,2.52667,-0.762985,0.0916833
spec-56675-HD123204S014620V01_sp16-195.fits,4860.03,3.43214,0.129205,0.115287
spec-55966-B5596605_sp08-181.fits,5476.24,2.8459,-0.980587,0.277251
spec-56675-HD123204S014620V01_sp10-223.fits,4523.56,2.35638,-0.220281,0.210442
spec-55950-B5595005_sp01-029.fits,5218.22,3.51677,-0.457541,0.209971
spec-56424-HD122210N244625B01_sp12-249.fits,5008.72,3.08029,-0.304936,0.178187
spec-56675-HD123204S014620V01_sp03-241.fits,4489.48,2.12907,-0.627874,0.168236
spec-56675-HD123204S014620V01_sp02-142.fits,5484.91,3.83819,-0.335917,0.0808077
spec-56285-HD122600N020231M01_sp01-079.fits,5175.96,3.75189,0.0481107,0.171706
spec-56285-HD122600N020231B01_sp01-137.fits,4669.27,2.40497,-0.513969,0.270738
spec-55938-B5593806_sp05-083.fits,5048.99,3.07994,-0.78154,0.268866
spec-55959-B5595905_sp01-170.fits,5126.92,2.80907,-1.38517,0.221901
spec-55959-B5595905_sp01-040.fits,5583.68,3.92269,-0.344677,0.221251
spec-56675-HD123204S014620V01_sp16-049.fits,5664.31,3.68945,-0.730837,0.134881
spec-56316-HD121650N561653M02_sp06-235.fits,4837.1,2.77998,-0.489908,0.291824
spec-56285-HD122600N020231M01_sp01-006.fits,5125.23,3.17484,-0.288896,0.103411
spec-56285-HD122600N020231B01_sp01-013.fits,5332.43,3.93209,-0.362638,0.121584
spec-56675-HD123204S014620V01_sp10-163.fits,4859.53,2.6138,-0.506842,0.289573
spec-56316-HD121650N561653B02_sp06-085.fits,4885.14,2.51971,-0.49179,0.106552
spec-55938-B5593806_sp01-171.fits,4899.89,2.97798,-0.608771,0.197905
spec-55938-B5593806_sp05-043.fits,4999.46,3.1007,-0.616301,0.231237
spec-55966-B5596605_sp08-217.fits,5082.08,3.53662,-0.358602,0.246994
spec-55938-B5593806_sp01-169.fits,5030.75,3.15191,-0.345273,0.0647283
spec-56675-HD123204S014620V01_sp03-078.fits,4930.29,3.27338,0.0573696,0.0542942
spec-56675-HD123204S014620V01_sp03-243.fits,5087.76,2.68897,-0.747597,0.262343
spec-56425-HD124231N565955B01_sp16-014.fits,4881.06,2.95015,-0.450647,0.312107
spec-55966-B5596605_sp08-107.fits,4525.86,1.60214,-1.03225,0.255616
spec-56675-HD123204S014620V01_sp16-160.fits,5392.03,3.46419,-0.716987,0.359191
spec-56675-HD123204S014620V01_sp15-056.fits,4865.11,2.78432,-0.496622,0.250669
spec-55938-B5593806_sp01-086.fits,4826.24,1.743,-1.61837,0.345249
spec-56425-HD124231N565955B01_sp10-004.fits,4744.72,2.50648,-0.457139,0.0996234
spec-55966-B5596605_sp08-029.fits,4755.78,2.8994,-0.104184,0.148994
spec-56425-HD124231N565955B01_sp10-196.fits,4718.31,2.69284,-0.140696,0.0894568
spec-55938-B5593806_sp04-123.fits,4974.94,3.08804,-0.369663,0.333149
spec-55938-B5593806_sp01-153.fits,5319.57,3.82229,0.0434225,0.124304
spec-55938-B5593806_sp01-095.fits,4979.82,3.04721,-0.672901,0.289686
spec-55959-B5595905_sp01-009.fits,5414.15,2.71976,-0.977787,0.198891
spec-55959-B5595905_sp05-143.fits,5078.79,3.57973,-0.0329491,0.237711
spec-56675-HD123204S014620V01_sp02-244.fits,4710.43,2.43166,-0.272403,0.209182
spec-55959-B5595905_sp01-085.fits,5504.45,3.75859,-0.356017,0.238081
spec-55959-B5595905_sp05-108.fits,5734.27,3.69093,-0.867227,0.11812
spec-56675-HD123204S014620V01_sp15-062.fits,4880.66,2.81944,-0.163029,0.103931
spec-56424-HD122210N244625B01_sp12-196.fits,4766.44,2.90065,-0.553462,0.264453
spec-56316-HD121650N561653B02_sp06-099.fits,4880.26,3.03866,-0.756811,0.190884
spec-55966-B5596605_sp08-136.fits,4885.04,3.84479,-0.712105,0.118048
spec-56316-HD121650N561653B02_sp06-078.fits,4978.33,3.14062,-0.454804,0.122294
spec-56425-HD124231N565955B01_sp02-175.fits,4837.5,3.16788,-0.0208316,0.0630143
spec-56675-HD123204S014620V01_sp03-197.fits,4972.05,2.70265,-0.659273,0.257218
spec-55938-B5593806_sp01-006.fits,5066.53,3.2273,-0.221476,0.192668
spec-56675-HD123204S014620V01_sp05-194.fits,4807.7,2.98562,-0.244151,0.21155
spec-55966-B5596605_sp09-194.fits,4851.56,3.14267,-0.456085,0.248169
spec-56675-HD123204S014620V01_sp03-002.fits,4431.28,1.67639,-1.05281,0.177434
spec-56424-HD122210N244625B01_sp13-208.fits,4839.2,3.20061,-0.0738895,0.173983
spec-56675-HD123204S014620V01_sp03-129.fits,4964.27,3.41777,-0.139205,0.13182
spec-56425-HD124231N565955B01_sp14-059.fits,4780.0,3.00512,-0.0583194,0.105372
spec-56675-HD123204S014620V01_sp05-249.fits,4775.71,2.4839,-0.201227,0.204233
spec-56675-HD123204S014620V01_sp03-149.fits,4136.87,0.733961,-1.32206,0.259708
spec-55938-B5593806_sp08-168.fits,4840.79,2.62567,-0.339473,0.237438
spec-56316-HD121650N561653B02_sp06-084.fits,5219.61,3.49351,-0.524034,0.102705
spec-55938-B5593806_sp01-007.fits,4869.4,2.51526,-1.74217,0.21275
spec-55938-B5593806_sp08-175.fits,4775.31,2.13078,-1.3698,0.299321
spec-56675-HD123204S014620V01_sp05-063.fits,4441.24,1.78965,-0.516583,0.234743
spec-56316-HD121650N561653M02_sp12-108.fits,4820.96,3.33873,-0.0899644,0.130931
spec-56658-HD122946N143900B01_sp04-066.fits,5052.28,3.80469,0.0877276,0.070476
spec-56675-HD123204S014620V01_sp05-087.fits,4511.8,1.65005,-1.39643,0.285382
spec-55938-B5593806_sp08-165.fits,5077.19,3.263,-0.420474,0.196087
spec-56425-HD124231N565955B01_sp10-058.fits,4914.94,3.24019,-0.601095,0.244217
spec-55959-B5595905_sp01-116.fits,4814.08,2.75033,-0.537096,0.233099
spec-56675-HD123204S014620V01_sp04-137.fits,4333.31,1.73707,-0.605868,0.237427
spec-55966-B5596605_sp08-096.fits,4961.09,3.39017,0.124368,0.0299078
spec-56424-HD122210N244625B01_sp12-121.fits,4986.5,3.46533,-0.243121,0.106343
spec-56675-HD123204S014620V01_sp05-162.fits,4147.64,1.18881,-1.27396,0.22385
spec-56425-HD124231N565955B01_sp14-093.fits,4844.98,2.93418,-0.15016,0.0644569
spec-55966-B5596605_sp13-234.fits,4938.26,2.77086,-0.77732,0.283941
spec-55950-B5595005_sp08-021.fits,4897.6,3.15283,-0.192658,0.215671
spec-56425-HD124231N565955B01_sp14-064.fits,4812.39,2.95585,-0.50747,0.269791
spec-56675-HD123204S014620V01_sp04-008.fits,4231.15,1.51124,-0.645871,0.278692
spec-56675-HD123204S014620V01_sp05-151.fits,4700.96,2.55883,-0.298069,0.183776
spec-56675-HD123204S014620V01_sp05-039.fits,4902.28,3.27007,-0.109078,0.166892
spec-56425-HD124231N565955B01_sp14-075.fits,5118.45,2.72797,-0.765982,0.305004
spec-56425-HD124231N565955B01_sp14-052.fits,4605.89,2.54081,-0.278209,0.20447
spec-56425-HD124231N565955M01_sp02-194.fits,5225.49,2.88571,-1.0863,0.112817
spec-56425-HD124231N565955M01_sp10-209.fits,4796.94,1.95423,-1.0592,0.372018
spec-56425-HD124231N565955B01_sp10-223.fits,4848.77,3.03364,0.00463728,0.151141
spec-56316-HD121650N561653B02_sp06-149.fits,5028.46,3.41025,-0.64054,0.35201
spec-56316-HD121650N561653B02_sp12-202.fits,4502.93,2.23948,-0.329837,0.184613
spec-56425-HD124231N565955M01_sp03-121.fits,4977.83,3.44321,0.0191586,0.0757413
spec-56425-HD124231N565955B01_sp03-095.fits,4883.65,3.12922,-0.416563,0.229869
spec-56425-HD124231N565955B01_sp03-228.fits,4821.06,3.06911,0.0016691,0.0618131
spec-56425-HD124231N565955M01_sp05-186.fits,4964.97,2.79903,-0.561306,0.32619
spec-56425-HD124231N565955B01_sp03-107.fits,5001.65,3.59444,-0.222559,0.225578
spec-56425-HD124231N565955B01_sp03-090.fits,4932.28,2.63547,-0.478322,0.236283
spec-56425-HD124231N565955B01_sp03-040.fits,4980.72,3.34831,-0.301282,0.118981
spec-56384-HD123647S054954B01_sp08-206.fits,4379.05,1.82455,-0.268787,0.186209
spec-56384-HD123647S054954B01_sp07-175.fits,5503.15,3.81619,0.0863084,0.100536
spec-56384-HD123647S054954M01_sp08-222.fits,4893.91,3.17997,-0.124633,0.203207
spec-56384-HD123647S054954B01_sp08-205.fits,4325.14,1.63556,-0.619042,0.209557
spec-56384-HD123647S054954B01_sp07-162.fits,4864.71,3.02702,-0.280905,0.188448
spec-56384-HD123647S054954B01_sp07-120.fits,4527.25,2.21815,-0.606246,0.216015
spec-56675-HD123204S014620V01_sp06-163.fits,4607.38,2.60685,-0.221826,0.178502
spec-56675-HD123204S014620V01_sp13-054.fits,4938.76,2.86301,-0.426302,0.208095
spec-56384-HD123647S054954M01_sp07-201.fits,5078.59,3.1956,-0.849626,0.184916
spec-56384-HD123647S054954B01_sp07-209.fits,-9999.0,-9999.0,-9999.0,-9999.0
spec-56726-HD124814N133310V_sp02-047.fits,4902.28,3.01607,0.155032,0.0207409
spec-56384-HD123647S054954B01_sp07-056.fits,4807.7,2.97422,-0.460441,0.14652
spec-56384-HD123647S054954B01_sp06-010.fits,-9999.0,-9999.0,-9999.0,-9999.0
spec-56384-HD123647S054954B01_sp07-189.fits,5050.58,3.66596,-0.139432,0.14126
spec-56384-HD123647S054954B01_sp07-225.fits,5050.38,3.4691,-0.104223,0.0819069
spec-56726-HD124814N133310V_sp10-164.fits,4904.18,3.16537,-0.278053,0.100411
spec-56384-HD123647S054954M01_sp07-093.fits,4648.54,2.389,-0.58975,0.257276
spec-56384-HD123647S054954B01_sp06-012.fits,4615.95,1.96963,-1.12365,0.202073
spec-56384-HD123647S054954B01_sp06-214.fits,4702.96,2.55587,-0.162448,0.194492
spec-56384-HD123647S054954B01_sp12-102.fits,5015.3,2.64756,-0.492671,0.272061
spec-56384-HD123647S054954B01_sp06-078.fits,4729.97,2.64357,-0.071957,0.0727577
spec-56384-HD123647S054954B01_sp12-195.fits,4873.88,2.86621,-0.369985,0.280305
spec-56384-HD123647S054954B01_sp06-181.fits,5084.17,3.7126,0.142204,0.0711633
spec-56384-HD123647S054954B01_sp06-215.fits,-9999.0,-9999.0,-9999.0,-9999.0
spec-56384-HD123647S054954B01_sp06-186.fits,5437.08,3.90919,-0.231747,0.220451
spec-56384-HD123647S054954B01_sp07-126.fits,-9999.0,-9999.0,-9999.0,-9999.0
spec-56384-HD123647S054954M01_sp07-129.fits,4807.9,2.64015,-0.656489,0.285425
spec-56726-HD124814N133310V_sp05-219.fits,4862.82,2.99714,-0.75151,0.209345
spec-56384-HD123647S054954B01_sp06-163.fits,-9999.0,-9999.0,-9999.0,-9999.0
spec-56726-HD124814N133310V_sp04-189.fits,4294.44,0.554212,-2.05591,0.369157
spec-56726-HD124814N133310V_sp05-225.fits,5261.07,2.80724,-0.627871,0.101756
spec-56726-HD124814N133310B_sp05-096.fits,4320.75,1.28439,-1.35775,0.262914
spec-56726-HD124814N133310V_sp04-199.fits,4877.07,2.80017,-0.575948,0.235515
spec-56296-HD124632N240842B01_sp11-186.fits,5047.29,3.91159,-0.420404,0.0870582
spec-56671-HD124702N090350V01_sp11-244.fits,4515.39,2.0871,-0.653875,0.274373
spec-56726-HD124814N133310V_sp05-157.fits,4798.24,2.69296,-0.781136,0.188314
spec-56726-HD124814N133310V_sp04-176.fits,4308.59,0.915992,-1.72612,0.166174
spec-56726-HD124814N133310V_sp01-073.fits,4639.67,2.55062,-0.383043,0.242508
spec-55953-B5595305_sp03-121.fits,4985.1,2.98334,-1.04695,0.302264
spec-56726-HD124814N133310V_sp04-139.fits,5001.05,3.32311,-0.655292,0.279191
spec-56296-HD124632N240842B01_sp11-238.fits,4860.53,2.93453,-0.569947,0.250351
spec-56726-HD124814N133310V_sp01-171.fits,4855.14,2.66422,-0.346166,0.17211
spec-55953-B5595305_sp03-078.fits,4997.06,2.94525,-0.434324,0.26563
spec-56726-HD124814N133310V_sp01-169.fits,4890.32,2.51481,-0.428152,0.224587
spec-56361-HD124433N430735B01_sp08-216.fits,4661.0,2.54549,-0.163998,0.145626
spec-56726-HD124814N133310V_sp01-155.fits,4733.26,2.54914,-0.251805,0.200742
spec-56726-HD124814N133310V_sp05-117.fits,4963.08,3.38801,-0.438831,0.167937
spec-56698-HD125835S065654V01_sp10-118.fits,-9999.0,-9999.0,-9999.0,-9999.0
spec-56302-HD125839S025413B01_sp10-127.fits,4914.24,3.16457,-0.436814,0.181737
spec-56698-HD125835S065654V01_sp10-122.fits,4901.39,2.6454,-0.510398,0.235267
spec-56302-HD125839S025413B01_sp10-091.fits,5177.45,3.67462,-0.383245,0.233588
spec-56302-HD125839S025413B01_sp10-134.fits,4712.53,2.89666,0.0935324,0.182771
spec-56726-HD124814N133310V_sp05-120.fits,4797.84,2.79355,-0.114469,0.067793
spec-55953-B5595305_sp05-184.fits,4855.24,2.56533,-0.15165,0.113293
spec-55953-B5595305_sp15-079.fits,4227.57,1.15425,-1.27232,0.239361
spec-56296-HD124632N240842B01_sp11-107.fits,5543.52,3.73393,-0.635427,0.117348
spec-56302-HD125839S025413B01_sp10-097.fits,5838.62,3.93109,-0.314857,0.0672007
spec-56726-HD124814N133310V_sp04-116.fits,5064.54,2.71725,-0.626177,0.282012
spec-56302-HD125839S025413B01_sp14-124.fits,5011.22,3.71717,0.273332,0.10329
spec-56302-HD125839S025413B01_sp10-145.fits,4554.26,2.04376,-0.440486,0.226783
spec-56769-VB194N28V1_sp10-176.fits,5477.54,3.84849,-0.215737,0.0544537
spec-56302-HD125839S025413B01_sp10-178.fits,4867.7,2.96669,-0.499378,0.278772
spec-55953-B5595305_sp03-190.fits,5016.6,2.47397,-0.953389,0.260367
spec-56396-HD125932N280356M01_sp10-184.fits,5080.68,2.88811,-0.99604,0.329384
spec-56302-HD125839S025413B01_sp10-144.fits,4865.31,2.5618,-0.192481,0.089899
spec-56396-HD125932N280356M01_sp10-090.fits,5130.41,3.93699,-0.414288,0.110315
spec-56726-HD124814N133310V_sp01-110.fits,4869.5,3.14564,-0.163329,0.203072
spec-56302-HD125839S025413B01_sp10-187.fits,5016.3,3.60653,0.364374,0.0767631
spec-56769-VB194N28V1_sp10-085.fits,5608.8,3.92019,-0.780387,0.0706917
spec-56726-HD124814N133310V_sp01-116.fits,5073.6,3.03136,0.159637,0.0145847
spec-56775-VB190N40V1_sp13-110.fits,4781.29,2.53853,-0.328387,0.208239
spec-56302-HD125839S025413B01_sp14-183.fits,4809.7,2.48709,-0.55584,0.224976
spec-56302-HD125839S025413B01_sp10-023.fits,4944.14,3.27612,0.0227322,0.0655487
spec-56726-HD124814N133310V_sp08-024.fits,5013.61,3.34923,-0.339195,0.255294
spec-56302-HD125839S025413B01_sp14-188.fits,4853.35,2.53385,-0.267035,0.26147
spec-56396-HD125932N280356M01_sp10-036.fits,5018.19,3.81419,-0.18507,0.0691332
spec-56726-HD124814N133310V_sp08-225.fits,4984.91,3.50023,-0.264819,0.244709
spec-56302-HD125839S025413M01_sp14-178.fits,5056.06,3.392,-0.205447,0.248504
spec-56302-HD125839S025413B01_sp10-020.fits,4221.69,1.54067,-0.438627,0.219066
spec-56396-HD125932N280356F01_sp10-058.fits,5011.71,3.49282,-0.17206,0.188251
spec-56726-HD124814N133310V_sp07-029.fits,4652.43,2.48572,-0.445424,0.239475
spec-56425-HD124231N565955B01_sp09-149.fits,4948.43,3.3117,-0.022861,0.0561368
spec-56726-HD124814N133310V_sp08-016.fits,4697.48,2.56556,-0.337162,0.175459
spec-56425-HD124231N565955B01_sp08-073.fits,4641.57,1.69681,-1.20543,0.233171
spec-56769-VB194N28V2_sp10-041.fits,5024.67,2.61928,-0.536231,0.303914
spec-56361-HD124433N430735B01_sp07-054.fits,4909.66,2.95357,-0.235858,0.200069
spec-56769-VB194N28V1_sp02-100.fits,4924.91,2.90875,-0.964011,0.279206
spec-55953-B5595305_sp05-049.fits,4980.52,3.37432,-0.324753,0.237136
spec-55953-B5595305_sp05-163.fits,4842.39,3.009,-0.235324,0.192602
spec-56726-HD124814N133310B_sp08-055.fits,5171.57,3.64748,-0.447232,0.164653
spec-56726-HD124814N133310B_sp08-141.fits,5318.28,3.47047,-0.501244,0.183737
spec-56775-VB190N40V1_sp12-213.fits,4911.35,2.65224,-0.363104,0.205866
spec-56361-HD124433N430735B01_sp06-020.fits,4840.89,2.73618,-0.206747,0.0967963
spec-56361-HD124433N430735B01_sp06-234.fits,4588.55,2.54378,-0.335252,0.244694
spec-56361-HD124433N430735B01_sp06-024.fits,4473.63,1.91226,-0.991104,0.269652
spec-56361-HD124433N430735B01_sp07-097.fits,4790.16,2.5878,-0.314135,0.224648
spec-56726-HD124814N133310V_sp07-111.fits,4375.56,1.87234,-0.548061,0.180372
spec-56726-HD124814N133310V_sp07-211.fits,4965.67,2.71566,-0.447987,0.0922443
spec-56361-HD124433N430735B01_sp06-212.fits,4857.14,3.15876,-0.434295,0.221136
spec-56769-VB194N28V1_sp02-221.fits,4715.32,2.54754,0.0542334,0.0941629
spec-56425-HD124231N565955B01_sp06-005.fits,4669.47,2.47226,-0.109798,0.191943
spec-56769-VB194N28V2_sp03-157.fits,4645.75,2.5594,-0.0786882,0.107988
spec-56425-HD124231N565955B01_sp13-111.fits,4864.71,3.27076,0.0865855,0.113698
spec-56425-HD124231N565955B01_sp13-119.fits,4940.65,3.41321,-0.581297,0.209008
spec-56425-HD124231N565955B01_sp13-117.fits,4939.46,3.46967,0.137787,0.0713963
spec-56769-VB194N28V2_sp02-069.fits,4589.04,2.39436,0.106035,0.121188
spec-56361-HD124433N430735B01_sp06-105.fits,5089.95,2.65167,-0.717005,0.267934
spec-56361-HD124433N430735B01_sp06-133.fits,5010.82,3.52156,-0.1823,0.0746744
spec-56769-VB194N28V2_sp03-174.fits,4835.71,2.27677,-1.26555,0.254415
spec-56361-HD124433N430735B01_sp06-126.fits,4912.65,3.07333,-0.689612,0.242273
spec-56425-HD124231N565955B01_sp06-029.fits,4973.14,3.47149,-0.146642,0.250479
spec-56769-VB194N28V1_sp05-223.fits,4846.17,2.88252,-0.290794,0.242908
spec-56361-HD124433N430735B01_sp06-165.fits,4947.43,3.27076,-0.35851,0.241958
spec-55955-B5595505_sp10-082.fits,4770.63,3.70371,-0.41742,0.14963
spec-56361-HD124433N430735B01_sp06-054.fits,4765.25,2.83632,-0.534889,0.207489
spec-56425-HD124231N565955B01_sp06-068.fits,4991.58,3.02531,-0.255108,0.082297
spec-56425-HD124231N565955B01_sp06-145.fits,4914.74,3.3133,0.0821291,0.0808042
spec-56425-HD124231N565955B01_sp13-013.fits,4716.61,2.75021,-0.46375,0.256275
spec-56425-HD124231N565955B01_sp13-038.fits,4856.94,3.13948,-0.552246,0.24836
spec-56425-HD124231N565955B01_sp06-153.fits,4846.87,2.42025,-0.462965,0.274748
spec-56302-HD125839S025413M01_sp04-225.fits,4931.29,2.62772,-0.469727,0.250035
spec-56678-HD131249N423736V01_sp10-142.fits,4889.03,3.00068,-0.387674,0.10894
spec-56678-HD131249N423736V01_sp10-149.fits,4851.06,2.34737,-1.19999,0.181045
spec-56302-HD125839S025413M01_sp04-233.fits,4557.25,1.46779,-1.18221,0.375256
spec-56302-HD125839S025413B01_sp04-059.fits,4836.31,2.59886,-0.457202,0.240282
spec-56302-HD125839S025413B01_sp09-202.fits,3865.89,-0.135557,-1.47645,0.0988267
spec-56302-HD125839S025413B01_sp09-121.fits,4957.4,3.32585,-0.221097,0.0876274
spec-56678-HD131249N423736V01_sp14-229.fits,4821.06,3.15465,-0.173199,0.183554
spec-56678-HD131249N423736V01_sp14-238.fits,5035.53,3.35516,-0.400287,0.216578
spec-56678-HD131249N423736V01_sp10-197.fits,4441.24,2.04479,-0.208043,0.165193
spec-56302-HD125839S025413B01_sp04-245.fits,4771.63,2.41455,-0.389714,0.253568
spec-56678-HD131249N423736V01_sp10-120.fits,5234.06,2.56944,-0.738761,0.316196
spec-56302-HD125839S025413B01_sp09-068.fits,4496.36,2.12565,-0.509532,0.187949
spec-56302-HD125839S025413B01_sp08-247.fits,4710.03,2.48937,-0.588705,0.273521
spec-56302-HD125839S025413B01_sp09-086.fits,5077.59,3.61235,-0.159231,0.0519238
spec-56678-HD131249N423736V01_sp10-008.fits,4621.93,2.57503,-0.0968231,0.15932
spec-56302-HD125839S025413B01_sp08-014.fits,4844.88,2.44295,-0.463716,0.178482
spec-56678-HD131249N423736V01_sp14-204.fits,4704.05,2.90556,-0.0338991,0.180133
spec-56395-HD130444N001742M01_sp01-236.fits,4868.8,2.99281,-0.489978,0.230373
spec-56302-HD125839S025413M01_sp09-098.fits,4330.12,1.32465,-1.14832,0.205677
spec-55952-F5595206_sp09-012.fits,4957.0,3.13332,-0.021123,0.0788402
spec-56678-HD131249N423736V01_sp10-060.fits,5154.43,3.3214,-0.501484,0.182033
spec-56302-HD125839S025413B01_sp09-186.fits,4910.96,3.41675,0.00565979,0.148685
spec-56678-HD131249N423736V01_sp10-073.fits,4853.95,3.09044,-0.383472,0.188696
spec-56678-HD131249N423736V01_sp10-250.fits,4798.34,3.79879,-0.416131,0.013625
spec-56302-HD125839S025413B01_sp06-229.fits,4757.47,2.6714,-0.0899933,0.0492451
spec-56678-HD131249N423736V01_sp10-015.fits,4721.79,2.46451,-0.502052,0.249621
spec-56302-HD125839S025413B01_sp06-248.fits,4796.84,2.48515,-0.371824,0.233755
spec-56302-HD125839S025413B01_sp06-239.fits,4904.28,2.29753,-1.11844,0.186718
spec-56302-HD125839S025413M01_sp06-022.fits,5287.38,2.42356,-1.36406,0.306741
spec-56302-HD125839S025413M01_sp08-100.fits,4860.23,2.89187,-0.133474,0.176072
spec-56302-HD125839S025413B01_sp09-143.fits,4511.9,2.22613,-0.398609,0.165625
spec-56302-HD125839S025413B01_sp08-070.fits,4644.95,2.48675,-0.510019,0.251616
spec-56395-HD130444N001742M01_sp01-164.fits,4937.37,2.73904,-0.411549,0.246396
spec-56395-HD130444N001742M01_sp01-208.fits,5166.09,3.27042,0.201334,-0.0199224
spec-56302-HD125839S025413B01_sp06-250.fits,4775.91,2.69729,-0.373806,0.185768
spec-56302-HD125839S025413B01_sp06-031.fits,4890.03,2.57811,-0.217249,0.179058
spec-56346-HD130439N535127B01_sp11-178.fits,4893.41,3.20335,-0.39606,0.229883
spec-56302-HD125839S025413B01_sp06-097.fits,4258.06,0.753465,-1.85543,0.359457
spec-56302-HD125839S025413B01_sp12-102.fits,4935.77,2.70858,-1.09509,0.197971
spec-56302-HD125839S025413B01_sp06-183.fits,4751.49,1.94431,-0.935962,0.292183
spec-56302-HD125839S025413B01_sp06-194.fits,4635.49,2.50773,-0.513425,0.20725
spec-56302-HD125839S025413M01_sp06-209.fits,4437.26,1.67537,-0.589045,0.184992
spec-56395-HD130444N001742M01_sp01-180.fits,5256.98,2.55712,-0.853028,0.234478
spec-56295-HD125855N172433B01_sp06-070.fits,4770.73,3.75429,-0.592614,0.249223
spec-56302-HD125839S025413B01_sp06-151.fits,4618.05,2.45185,-0.211354,0.100891
spec-56021-VB3_197N18_V1_sp01-031.fits,5653.05,3.84489,-0.0966666,0.0702277
spec-56302-HD125839S025413B01_sp06-073.fits,4743.52,2.20526,-1.23487,0.23758
spec-56295-HD125855N172433B01_sp06-198.fits,-9999.0,-9999.0,-9999.0,-9999.0
spec-56295-HD125855N172433B01_sp06-141.fits,4766.15,2.18713,-0.980229,0.262524
spec-56302-HD125839S025413B01_sp06-065.fits,4926.4,2.63205,-0.568518,0.270728
spec-56021-VB3_197N18_V1_sp05-084.fits,4791.46,3.08029,-0.0995428,0.178024
spec-56727-HD131404S024825V_sp14-061.fits,5007.43,2.63719,-0.659438,0.23932
spec-56302-HD125839S025413B01_sp06-153.fits,4650.83,2.48914,-0.610583,0.271981
spec-56021-VB3_197N18_V1_sp01-040.fits,4900.09,2.57514,-0.44372,0.25864
spec-55932-F5593201_sp10-012.fits,5023.47,3.38128,-0.407877,0.24697
spec-56021-VB3_197N18_V1_sp05-080.fits,4773.62,3.07379,0.135436,0.0740848
spec-56021-VB3_197N18_V1_sp05-049.fits,-9999.0,-9999.0,-9999.0,-9999.0
spec-56295-HD125855N172433B01_sp06-157.fits,5058.36,3.70952,0.3255,0.0855535
spec-56021-VB3_197N18_V1_sp01-206.fits,-9999.0,-9999.0,-9999.0,-9999.0
spec-56339-HD131614N190306M01_sp02-097.fits,5124.33,3.30087,-0.543436,0.257179
spec-56021-VB3_197N18_V1_sp01-081.fits,5540.23,3.83809,-0.929467,0.265931
spec-55932-F5593201_sp10-202.fits,5574.31,2.56488,-0.915647,0.273051
spec-56021-VB3_197N18_V1_sp01-012.fits,-9999.0,-9999.0,-9999.0,-9999.0
spec-56339-HD131614N190306M01_sp02-203.fits,5268.84,3.54745,-0.60272,0.227611
spec-56021-VB3_197N18_V1_sp01-133.fits,5467.47,3.86979,-0.639247,0.0789627
spec-56021-VB3_197N18_V1_sp04-088.fits,5192.0,3.34706,-0.516717,0.0727972
spec-56021-VB3_197N18_V1_sp01-150.fits,5258.98,2.74599,-0.718768,0.105796
spec-56021-VB3_197N18_V1_sp04-087.fits,4718.21,2.6706,-0.593731,0.22878
spec-56021-VB3_197N18_V1_sp01-017.fits,5811.51,3.87799,-0.999687,0.184161
spec-56727-HD131404S024825V_sp03-173.fits,4257.27,1.74095,-0.324631,0.232124
spec-56021-VB3_197N18_V1_sp04-076.fits,4716.81,2.48241,-0.646179,0.283261
spec-56021-VB3_197N18_V1_sp01-110.fits,4882.35,2.11881,-1.96145,0.158303
spec-56339-HD131614N190306M01_sp05-186.fits,4891.62,2.9676,-0.66095,0.283053
spec-56339-HD131614N190306M01_sp02-148.fits,4591.24,2.02677,-0.828793,0.165089
spec-56021-VB3_197N18_V1_sp01-114.fits,-9999.0,-9999.0,-9999.0,-9999.0
spec-56021-VB3_197N18_V1_sp08-178.fits,5017.49,2.86472,-1.04605,0.329413
spec-56021-VB3_197N18_V1_sp08-195.fits,4576.79,2.45766,-0.0141275,0.0594222
spec-56339-HD131614N190306M01_sp03-245.fits,-9999.0,-9999.0,-9999.0,-9999.0
spec-56413-HD132545N565813M01_sp10-011.fits,4996.07,3.10686,-0.493759,0.232462
spec-56021-VB3_197N18_V1_sp08-030.fits,-9999.0,-9999.0,-9999.0,-9999.0
spec-56021-VB3_197N18_V1_sp08-021.fits,-9999.0,-9999.0,-9999.0,-9999.0
spec-56021-VB3_197N18_V1_sp08-006.fits,-9999.0,-9999.0,-9999.0,-9999.0
spec-56688-HD131318N132328B_sp04-135.fits,4711.33,2.0814,-1.06755,0.175927
spec-56021-VB3_197N18_V1_sp08-005.fits,4879.96,3.25798,0.155962,0.0446908
spec-56339-HD131614N190306M01_sp05-184.fits,4692.0,1.52196,-1.81283,0.300565
spec-56021-VB3_197N18_V1_sp08-109.fits,4823.15,3.13104,-0.412463,0.221103
spec-56021-VB3_197N18_V1_sp08-233.fits,-9999.0,-9999.0,-9999.0,-9999.0
spec-56339-HD131614N190306M01_sp05-180.fits,-9999.0,-9999.0,-9999.0,-9999.0
spec-56021-VB3_197N18_V1_sp07-162.fits,-9999.0,-9999.0,-9999.0,-9999.0
spec-56339-HD131614N190306M01_sp03-042.fits,4637.28,1.36594,-1.88347,0.382001
spec-56339-HD131614N190306M01_sp05-226.fits,4711.43,1.39114,-1.88715,0.28604
spec-56339-HD131614N190306M01_sp05-245.fits,4620.04,1.54956,-1.81122,0.296037
spec-56339-HD131614N190306M01_sp05-244.fits,4542.6,1.45387,-1.74822,0.235416
